id,date,count
758,1/20,29
758,1/21,30
758,1/22,30
758,1/23,30
758,1/24,30
759,1/05,7
759,1/06,8
759,1/07,9
759,1/08,12
759,1/09,12
759,1/10,15
759,1/11,15
759,1/12,17
759,1/13,21
759,1/14,21
759,1/15,23
759,1/16,21
759,1/17,21
759,1/18,21
759,1/19,21
759,1/20,21
759,1/21,22
759,1/22,22
759,1/23,21
759,1/24,21
760,1/05,2
760,1/06,2
760,1/07,2
760,1/08,2
760,1/09,2
760,1/10,2
760,1/11,3
760,1/12,4
760,1/13,4
760,1/14,4
760,1/15,4
760,1/16,3
760,1/17,3
760,1/18,3
760,1/19,3
760,1/20,3
760,1/21,3
760,1/22,3
760,1/23,3
760,1/24,3
761,1/05,1
761,1/06,1
761,1/07,1
761,1/08,1
761,1/09,1
761,1/10,1
761,1/11,1
761,1/12,1
761,1/13,1
761,1/14,1
761,1/15,1
761,1/16,1
761,1/17,1
761,1/18,1
761,1/19,1
761,1/20,2
761,1/21,2
761,1/22,2
761,1/23,3
761,1/24,3
762,1/05,6
762,1/06,6
762,1/07,7
762,1/08,9
762,1/09,9
762,1/10,10
762,1/11,10
762,1/12,9
762,1/13,13
762,1/14,13
762,1/15,14
762,1/16,15
762,1/17,15
762,1/18,15
762,1/19,15
762,1/20,15
762,1/21,15
762,1/22,15
762,1/23,14
762,1/24,14
763,1/05,6
763,1/06,6
763,1/07,9
763,1/08,11
763,1/09,11
763,1/10,12
763,1/11,12
763,1/12,14
763,1/13,20
763,1/14,20
763,1/15,23
763,1/16,23
763,1/17,23
763,1/18,23
763,1/19,23
763,1/20,23
763,1/21,21
763,1/22,19
763,1/23,15
763,1/24,13
764,1/05,4
764,1/06,4
764,1/07,5
764,1/08,6
764,1/09,6
764,1/10,8
764,1/11,8
764,1/12,11
764,1/13,12
764,1/14,11
764,1/15,12
764,1/16,11
764,1/17,11
764,1/18,11
764,1/19,11
764,1/20,11
764,1/21,11
764,1/22,11
764,1/23,9
764,1/24,9
765,1/05,1
765,1/06,1
765,1/07,1
765,1/08,1
765,1/09,1
765,1/10,1
765,1/11,1
765,1/12,1
765,1/13,1
765,1/14,1
765,1/15,1
765,1/16,1
765,1/17,1
765,1/18,1
765,1/19,1
765,1/20,1
765,1/21,1
765,1/22,1
765,1/23,0
765,1/24,0
766,1/05,2
766,1/06,2
766,1/07,2
766,1/08,2
766,1/09,2
766,1/10,2
766,1/11,2
766,1/12,3
766,1/13,3
766,1/14,4
766,1/15,4
766,1/16,4
766,1/17,4
766,1/18,4
766,1/19,4
766,1/20,5
766,1/21,5
766,1/22,4
766,1/23,3
766,1/24,3
767,1/05,2
767,1/06,2
767,1/07,2
767,1/08,2
767,1/09,2
767,1/10,2
767,1/11,2
767,1/12,3
767,1/13,3
767,1/14,3
767,1/15,3
767,1/16,3
767,1/17,3
767,1/18,3
767,1/19,3
767,1/20,3
767,1/21,3
767,1/22,2
767,1/23,0
767,1/24,0
768,1/05,4
768,1/06,6
768,1/07,10
768,1/08,14
768,1/09,14
768,1/10,17
768,1/11,17
768,1/12,20
768,1/13,25
768,1/14,24
768,1/15,26
768,1/16,25
768,1/17,22
768,1/18,22
768,1/19,21
768,1/20,21
768,1/21,22
768,1/22,21
768,1/23,20
768,1/24,20
769,1/05,11
769,1/06,12
769,1/07,15
769,1/08,16
769,1/09,17
769,1/10,19
769,1/11,18
769,1/12,23
769,1/13,27
769,1/14,27
769,1/15,26
769,1/16,25
769,1/17,26
769,1/18,25
769,1/19,25
769,1/20,24
769,1/21,25
769,1/22,22
769,1/23,19
769,1/24,19
770,1/05,4
770,1/06,4
770,1/07,6
770,1/08,7
770,1/09,7
770,1/10,7
770,1/11,7
770,1/12,11
770,1/13,12
770,1/14,11
770,1/15,11
770,1/16,10
770,1/17,10
770,1/18,10
770,1/19,10
770,1/20,10
770,1/21,8
770,1/22,8
770,1/23,6
770,1/24,4
771,1/05,2
771,1/06,2
771,1/07,2
771,1/08,3
771,1/09,4
771,1/10,5
771,1/11,6
771,1/12,8
771,1/13,10
771,1/14,9
771,1/15,10
771,1/16,9
771,1/17,8
771,1/18,8
771,1/19,8
771,1/20,7
771,1/21,6
771,1/22,6
771,1/23,6
771,1/24,5
772,1/05,7
772,1/06,8
772,1/07,10
772,1/08,16
772,1/09,16
772,1/10,18
772,1/11,22
772,1/12,27
772,1/13,32
772,1/14,35
772,1/15,37
772,1/16,38
772,1/17,37
772,1/18,37
772,1/19,38
772,1/20,38
772,1/21,38
772,1/22,38
772,1/23,37
772,1/24,36
773,1/05,0
773,1/06,0
773,1/07,0
773,1/08,0
773,1/09,0
773,1/10,0
773,1/11,0
773,1/12,0
773,1/13,1
773,1/14,0
773,1/15,0
773,1/16,0
773,1/17,0
773,1/18,0
773,1/19,0
773,1/20,0
773,1/21,0
773,1/22,0
773,1/23,0
773,1/24,0
774,1/05,0
774,1/06,0
774,1/07,0
774,1/08,0
774,1/09,0
774,1/10,0
774,1/11,0
774,1/12,0
774,1/13,0
774,1/14,0
774,1/15,0
774,1/16,0
774,1/17,0
774,1/18,0
774,1/19,0
774,1/20,0
774,1/21,0
774,1/22,0
774,1/23,1
774,1/24,1
775,1/05,3
775,1/06,4
775,1/07,4
775,1/08,6
775,1/09,8
775,1/10,9
775,1/11,10
775,1/12,15
775,1/13,18
775,1/14,15
775,1/15,15
775,1/16,14
775,1/17,14
775,1/18,14
775,1/19,14
775,1/20,14
775,1/21,14
775,1/22,14
775,1/23,14
775,1/24,14
776,1/05,0
776,1/06,0
776,1/07,0
776,1/08,0
776,1/09,0
776,1/10,0
776,1/11,0
776,1/12,0
776,1/13,0
776,1/14,0
776,1/15,0
776,1/16,0
776,1/17,0
776,1/18,0
776,1/19,0
776,1/20,0
776,1/21,0
776,1/22,1
776,1/23,1
776,1/24,1
777,1/05,6
777,1/06,6
777,1/07,7
777,1/08,11
777,1/09,11
777,1/10,11
777,1/11,11
777,1/12,12
777,1/13,13
777,1/14,13
777,1/15,11
777,1/16,11
777,1/17,11
777,1/18,11
777,1/19,11
777,1/20,12
777,1/21,13
777,1/22,11
777,1/23,10
777,1/24,10
778,1/05,0
778,1/06,0
778,1/07,0
778,1/08,0
778,1/09,1
778,1/10,1
778,1/11,2
778,1/12,3
778,1/13,3
778,1/14,3
778,1/15,3
778,1/16,3
778,1/17,3
778,1/18,3
778,1/19,3
778,1/20,3
778,1/21,3
778,1/22,3
778,1/23,2
778,1/24,2
779,1/05,0
779,1/06,0
779,1/07,0
779,1/08,0
779,1/09,0
779,1/10,0
779,1/11,0
779,1/12,1
779,1/13,1
779,1/14,1
779,1/15,1
779,1/16,1
779,1/17,1
779,1/18,1
779,1/19,1
779,1/20,1
779,1/21,1
779,1/22,1
779,1/23,0
779,1/24,0
780,1/05,2
780,1/06,3
780,1/07,3
780,1/08,5
780,1/09,6
780,1/10,6
780,1/11,6
780,1/12,8
780,1/13,10
780,1/14,11
780,1/15,11
780,1/16,11
780,1/17,11
780,1/18,11
780,1/19,11
780,1/20,11
780,1/21,11
780,1/22,11
780,1/23,10
780,1/24,10
781,1/05,0
781,1/06,0
781,1/07,0
781,1/08,0
781,1/09,0
781,1/10,0
781,1/11,0
781,1/12,1
781,1/13,1
781,1/14,2
781,1/15,5
781,1/16,5
781,1/17,5
781,1/18,5
781,1/19,5
781,1/20,5
781,1/21,5
781,1/22,6
781,1/23,5
781,1/24,6
782,1/05,0
782,1/06,0
782,1/07,1
782,1/08,1
782,1/09,1
782,1/10,1
782,1/11,1
782,1/12,2
782,1/13,2
782,1/14,2
782,1/15,3
782,1/16,3
782,1/17,3
782,1/18,3
782,1/19,3
782,1/20,3
782,1/21,3
782,1/22,3
782,1/23,2
782,1/24,0
783,1/05,9
783,1/06,11
783,1/07,12
783,1/08,20
783,1/09,23
783,1/10,32
783,1/11,36
783,1/12,51
783,1/13,64
783,1/14,62
783,1/15,62
783,1/16,65
783,1/17,58
783,1/18,56
783,1/19,52
783,1/20,48
783,1/21,45
783,1/22,45
783,1/23,36
783,1/24,33
784,1/05,3
784,1/06,4
784,1/07,6
784,1/08,7
784,1/09,7
784,1/10,9
784,1/11,9
784,1/12,14
784,1/13,15
784,1/14,15
784,1/15,16
784,1/16,16
784,1/17,14
784,1/18,14
784,1/19,13
784,1/20,13
784,1/21,13
784,1/22,11
784,1/23,11
784,1/24,9
785,1/05,5
785,1/06,4
785,1/07,5
785,1/08,10
785,1/09,11
785,1/10,11
785,1/11,11
785,1/12,13
785,1/13,14
785,1/14,13
785,1/15,14
785,1/16,14
785,1/17,13
785,1/18,12
785,1/19,12
785,1/20,12
785,1/21,12
785,1/22,11
785,1/23,9
785,1/24,9
786,1/05,4
786,1/06,3
786,1/07,3
786,1/08,9
786,1/09,10
786,1/10,12
786,1/11,12
786,1/12,18
786,1/13,21
786,1/14,23
786,1/15,23
786,1/16,22
786,1/17,22
786,1/18,22
786,1/19,22
786,1/20,21
786,1/21,20
786,1/22,19
786,1/23,16
786,1/24,14
787,1/05,0
787,1/06,0
787,1/07,0
787,1/08,0
787,1/09,0
787,1/10,0
787,1/11,0
787,1/12,0
787,1/13,0
787,1/14,2
787,1/15,2
787,1/16,2
787,1/17,2
787,1/18,2
787,1/19,3
787,1/20,3
787,1/21,3
787,1/22,5
787,1/23,4
787,1/24,4
788,1/05,1
788,1/06,3
788,1/07,4
788,1/08,6
788,1/09,7
788,1/10,9
788,1/11,10
788,1/12,12
788,1/13,11
788,1/14,13
788,1/15,12
788,1/16,13
788,1/17,13
788,1/18,13
788,1/19,13
788,1/20,13
788,1/21,12
788,1/22,12
788,1/23,12
788,1/24,12
789,1/05,1
789,1/06,1
789,1/07,1
789,1/08,1
789,1/09,1
789,1/10,1
789,1/11,1
789,1/12,2
789,1/13,2
789,1/14,2
789,1/15,2
789,1/16,2
789,1/17,2
789,1/18,2
789,1/19,2
789,1/20,2
789,1/21,3
789,1/22,3
789,1/23,2
789,1/24,2
790,1/05,4
790,1/06,4
790,1/07,5
790,1/08,8
790,1/09,8
790,1/10,8
790,1/11,8
790,1/12,11
790,1/13,13
790,1/14,13
790,1/15,13
790,1/16,13
790,1/17,13
790,1/18,13
790,1/19,13
790,1/20,13
790,1/21,14
790,1/22,13
790,1/23,13
790,1/24,13
791,1/05,1
791,1/06,1
791,1/07,1
791,1/08,1
791,1/09,1
791,1/10,1
791,1/11,1
791,1/12,2
791,1/13,2
791,1/14,2
791,1/15,2
791,1/16,2
791,1/17,2
791,1/18,2
791,1/19,2
791,1/20,3
791,1/21,3
791,1/22,1
791,1/23,0
791,1/24,0
792,1/05,4
792,1/06,4
792,1/07,6
792,1/08,8
792,1/09,8
792,1/10,10
792,1/11,13
792,1/12,19
792,1/13,21
792,1/14,21
792,1/15,20
792,1/16,20
792,1/17,20
792,1/18,19
792,1/19,19
792,1/20,20
792,1/21,22
792,1/22,20
792,1/23,14
792,1/24,14
793,1/05,5
793,1/06,6
793,1/07,7
793,1/08,12
793,1/09,12
793,1/10,14
793,1/11,18
793,1/12,22
793,1/13,26
793,1/14,29
793,1/15,30
793,1/16,31
793,1/17,31
793,1/18,31
793,1/19,32
793,1/20,33
793,1/21,34
793,1/22,33
793,1/23,31
793,1/24,31
794,1/05,0
794,1/06,0
794,1/07,0
794,1/08,0
794,1/09,0
794,1/10,0
794,1/11,0
794,1/12,0
794,1/13,0
794,1/14,0
794,1/15,0
794,1/16,0
794,1/17,0
794,1/18,0
794,1/19,0
794,1/20,1
794,1/21,1
794,1/22,1
794,1/23,2
794,1/24,3
795,1/05,3
795,1/06,3
795,1/07,3
795,1/08,4
795,1/09,4
795,1/10,4
795,1/11,5
795,1/12,7
795,1/13,9
795,1/14,7
795,1/15,7
795,1/16,8
795,1/17,8
795,1/18,8
795,1/19,8
795,1/20,8
795,1/21,7
795,1/22,7
795,1/23,6
795,1/24,5
796,1/05,0
796,1/06,0
796,1/07,0
796,1/08,0
796,1/09,0
796,1/10,0
796,1/11,0
796,1/12,0
796,1/13,0
796,1/14,0
796,1/15,0
796,1/16,0
796,1/17,0
796,1/18,0
796,1/19,0
796,1/20,0
796,1/21,1
796,1/22,2
796,1/23,2
796,1/24,4
797,1/05,4
797,1/06,5
797,1/07,6
797,1/08,7
797,1/09,6
797,1/10,9
797,1/11,11
797,1/12,12
797,1/13,15
797,1/14,15
797,1/15,19
797,1/16,20
797,1/17,21
797,1/18,19
797,1/19,19
797,1/20,15
797,1/21,14
797,1/22,12
797,1/23,12
797,1/24,11
800,1/05,61
800,1/06,70
800,1/07,73
800,1/08,90
800,1/09,97
800,1/10,121
800,1/11,138
800,1/12,176
800,1/13,202
800,1/14,227
800,1/15,219
800,1/16,216
800,1/17,204
800,1/18,202
800,1/19,193
800,1/20,182
800,1/21,168
800,1/22,159
800,1/23,152
800,1/24,150
802,1/05,70
802,1/06,80
802,1/07,88
802,1/08,113
802,1/09,127
802,1/10,149
802,1/11,169
802,1/12,221
802,1/13,255
802,1/14,261
802,1/15,262
802,1/16,261
802,1/17,251
802,1/18,251
802,1/19,244
802,1/20,237
802,1/21,234
802,1/22,234
802,1/23,231
802,1/24,226
804,1/05,7
804,1/06,9
804,1/07,8
804,1/08,10
804,1/09,11
804,1/10,15
804,1/11,18
804,1/12,24
804,1/13,27
804,1/14,27
804,1/15,26
804,1/16,23
804,1/17,22
804,1/18,24
804,1/19,22
804,1/20,21
804,1/21,21
804,1/22,20
804,1/23,20
804,1/24,20
805,1/05,15
805,1/06,15
805,1/07,14
805,1/08,21
805,1/09,26
805,1/10,26
805,1/11,31
805,1/12,42
805,1/13,41
805,1/14,46
805,1/15,43
805,1/16,42
805,1/17,38
805,1/18,37
805,1/19,36
805,1/20,34
805,1/21,33
805,1/22,28
805,1/23,21
805,1/24,20
806,1/05,10
806,1/06,11
806,1/07,11
806,1/08,17
806,1/09,19
806,1/10,22
806,1/11,24
806,1/12,33
806,1/13,31
806,1/14,27
806,1/15,23
806,1/16,20
806,1/17,19
806,1/18,18
806,1/19,18
806,1/20,16
806,1/21,14
806,1/22,13
806,1/23,13
806,1/24,13
807,1/05,2
807,1/06,3
807,1/07,3
807,1/08,3
807,1/09,3
807,1/10,3
807,1/11,4
807,1/12,4
807,1/13,10
807,1/14,13
807,1/15,16
807,1/16,18
807,1/17,18
807,1/18,18
807,1/19,18
807,1/20,20
807,1/21,20
807,1/22,20
807,1/23,20
807,1/24,20
809,1/05,13
809,1/06,13
809,1/07,14
809,1/08,20
809,1/09,25
809,1/10,34
809,1/11,37
809,1/12,42
809,1/13,41
809,1/14,36
809,1/15,26
809,1/16,24
809,1/17,18
809,1/18,19
809,1/19,19
809,1/20,19
809,1/21,19
809,1/22,19
809,1/23,19
809,1/24,19
811,1/05,25
811,1/06,28
811,1/07,32
811,1/08,41
811,1/09,45
811,1/10,51
811,1/11,55
811,1/12,61
811,1/13,67
811,1/14,62
811,1/15,58
811,1/16,53
811,1/17,48
811,1/18,44
811,1/19,34
811,1/20,28
811,1/21,25
811,1/22,24
811,1/23,23
811,1/24,23
812,1/05,6
812,1/06,6
812,1/07,6
812,1/08,10
812,1/09,10
812,1/10,11
812,1/11,14
812,1/12,18
812,1/13,18
812,1/14,20
812,1/15,21
812,1/16,21
812,1/17,21
812,1/18,20
812,1/19,20
812,1/20,20
812,1/21,19
812,1/22,19
812,1/23,19
812,1/24,19
813,1/05,7
813,1/06,8
813,1/07,8
813,1/08,11
813,1/09,13
813,1/10,16
813,1/11,16
813,1/12,17
813,1/13,17
813,1/14,18
813,1/15,14
813,1/16,15
813,1/17,15
813,1/18,15
813,1/19,15
813,1/20,13
813,1/21,13
813,1/22,11
813,1/23,11
813,1/24,10
814,1/05,0
814,1/06,0
814,1/07,1
814,1/08,1
814,1/09,2
814,1/10,3
814,1/11,3
814,1/12,3
814,1/13,4
814,1/14,4
814,1/15,4
814,1/16,4
814,1/17,4
814,1/18,4
814,1/19,4
814,1/20,4
814,1/21,5
814,1/22,5
814,1/23,5
814,1/24,5
815,1/05,12
815,1/06,13
815,1/07,13
815,1/08,16
815,1/09,19
815,1/10,24
815,1/11,34
815,1/12,40
815,1/13,40
815,1/14,40
815,1/15,38
815,1/16,39
815,1/17,37
815,1/18,38
815,1/19,38
815,1/20,36
815,1/21,34
815,1/22,33
815,1/23,33
815,1/24,33
816,1/05,9
816,1/06,9
816,1/07,9
816,1/08,11
816,1/09,14
816,1/10,18
816,1/11,22
816,1/12,26
816,1/13,24
816,1/14,23
816,1/15,23
816,1/16,22
816,1/17,22
816,1/18,22
816,1/19,22
816,1/20,21
816,1/21,20
816,1/22,20
816,1/23,19
816,1/24,19
817,1/05,0
817,1/06,0
817,1/07,0
817,1/08,1
817,1/09,1
817,1/10,1
817,1/11,1
817,1/12,1
817,1/13,1
817,1/14,1
817,1/15,2
817,1/16,3
817,1/17,3
817,1/18,3
817,1/19,3
817,1/20,3
817,1/21,3
817,1/22,3
817,1/23,3
817,1/24,3
819,1/05,1
819,1/06,1
819,1/07,2
819,1/08,3
819,1/09,5
819,1/10,7
819,1/11,7
819,1/12,8
819,1/13,8
819,1/14,7
819,1/15,7
819,1/16,8
819,1/17,8
819,1/18,7
819,1/19,7
819,1/20,7
819,1/21,7
819,1/22,7
819,1/23,7
819,1/24,7
821,1/05,3
821,1/06,3
821,1/07,4
821,1/08,7
821,1/09,8
821,1/10,8
821,1/11,9
821,1/12,10
821,1/13,9
821,1/14,12
821,1/15,11
821,1/16,11
821,1/17,11
821,1/18,11
821,1/19,12
821,1/20,13
821,1/21,12
821,1/22,8
821,1/23,8
821,1/24,8
823,1/05,2
823,1/06,2
823,1/07,3
823,1/08,3
823,1/09,5
823,1/10,5
823,1/11,7
823,1/12,11
823,1/13,9
823,1/14,10
823,1/15,10
823,1/16,10
823,1/17,12
823,1/18,12
823,1/19,13
823,1/20,13
823,1/21,12
823,1/22,12
823,1/23,12
823,1/24,13
824,1/05,0
824,1/06,0
824,1/07,0
824,1/08,0
824,1/09,0
824,1/10,0
824,1/11,0
824,1/12,0
824,1/13,2
824,1/14,2
824,1/15,1
824,1/16,1
824,1/17,1
824,1/18,0
824,1/19,0
824,1/20,0
824,1/21,0
824,1/22,0
824,1/23,0
824,1/24,0
825,1/05,37
825,1/06,39
825,1/07,44
825,1/08,58
825,1/09,72
825,1/10,88
825,1/11,99
825,1/12,124
825,1/13,125
825,1/14,124
825,1/15,111
825,1/16,102
825,1/17,96
825,1/18,94
825,1/19,95
825,1/20,92
825,1/21,89
825,1/22,77
825,1/23,69
825,1/24,66
828,1/05,3
828,1/06,4
828,1/07,5
828,1/08,7
828,1/09,6
828,1/10,7
828,1/11,7
828,1/12,11
828,1/13,11
828,1/14,11
828,1/15,11
828,1/16,8
828,1/17,7
828,1/18,7
828,1/19,7
828,1/20,7
828,1/21,6
828,1/22,5
828,1/23,5
828,1/24,4
829,1/05,1
829,1/06,1
829,1/07,2
829,1/08,2
829,1/09,3
829,1/10,3
829,1/11,3
829,1/12,3
829,1/13,3
829,1/14,4
829,1/15,5
829,1/16,5
829,1/17,5
829,1/18,5
829,1/19,6
829,1/20,6
829,1/21,5
829,1/22,7
829,1/23,6
829,1/24,6
830,1/05,1
830,1/06,1
830,1/07,3
830,1/08,3
830,1/09,5
830,1/10,5
830,1/11,5
830,1/12,5
830,1/13,5
830,1/14,6
830,1/15,6
830,1/16,6
830,1/17,6
830,1/18,6
830,1/19,5
830,1/20,5
830,1/21,5
830,1/22,5
830,1/23,5
830,1/24,5
831,1/05,1
831,1/06,1
831,1/07,2
831,1/08,4
831,1/09,5
831,1/10,5
831,1/11,5
831,1/12,6
831,1/13,6
831,1/14,6
831,1/15,6
831,1/16,6
831,1/17,6
831,1/18,6
831,1/19,6
831,1/20,6
831,1/21,6
831,1/22,6
831,1/23,6
831,1/24,6
832,1/05,7
832,1/06,8
832,1/07,8
832,1/08,10
832,1/09,10
832,1/10,12
832,1/11,14
832,1/12,14
832,1/13,15
832,1/14,15
832,1/15,15
832,1/16,15
832,1/17,15
832,1/18,15
832,1/19,15
832,1/20,15
832,1/21,15
832,1/22,15
832,1/23,15
832,1/24,15
833,1/05,3
833,1/06,3
833,1/07,3
833,1/08,3
833,1/09,3
833,1/10,4
833,1/11,4
833,1/12,4
833,1/13,4
833,1/14,5
833,1/15,5
833,1/16,5
833,1/17,5
833,1/18,5
833,1/19,5
833,1/20,5
833,1/21,5
833,1/22,5
833,1/23,5
833,1/24,5
834,1/05,3
834,1/06,3
834,1/07,3
834,1/08,4
834,1/09,5
834,1/10,6
834,1/11,6
834,1/12,6
834,1/13,7
834,1/14,7
834,1/15,7
834,1/16,7
834,1/17,7
834,1/18,7
834,1/19,7
834,1/20,7
834,1/21,7
834,1/22,7
834,1/23,7
834,1/24,7
835,1/05,1
835,1/06,1
835,1/07,1
835,1/08,1
835,1/09,1
835,1/10,1
835,1/11,1
835,1/12,2
835,1/13,3
835,1/14,3
835,1/15,3
835,1/16,3
835,1/17,3
835,1/18,3
835,1/19,3
835,1/20,5
835,1/21,5
835,1/22,5
835,1/23,5
835,1/24,5
836,1/05,5
836,1/06,5
836,1/07,8
836,1/08,8
836,1/09,12
836,1/10,16
836,1/11,19
836,1/12,25
836,1/13,27
836,1/14,29
836,1/15,30
836,1/16,29
836,1/17,28
836,1/18,27
836,1/19,26
836,1/20,25
836,1/21,24
836,1/22,24
836,1/23,22
836,1/24,22
837,1/05,3
837,1/06,3
837,1/07,4
837,1/08,2
837,1/09,7
837,1/10,8
837,1/11,14
837,1/12,20
837,1/13,20
837,1/14,21
837,1/15,21
837,1/16,21
837,1/17,21
837,1/18,21
837,1/19,21
837,1/20,19
837,1/21,18
837,1/22,18
837,1/23,16
837,1/24,16
838,1/05,6
838,1/06,9
838,1/07,11
838,1/08,12
838,1/09,13
838,1/10,14
838,1/11,18
838,1/12,18
838,1/13,18
838,1/14,19
838,1/15,20
838,1/16,20
838,1/17,19
838,1/18,19
838,1/19,19
838,1/20,19
838,1/21,16
838,1/22,15
838,1/23,15
838,1/24,14
839,1/05,4
839,1/06,5
839,1/07,7
839,1/08,7
839,1/09,13
839,1/10,18
839,1/11,19
839,1/12,28
839,1/13,29
839,1/14,31
839,1/15,31
839,1/16,31
839,1/17,32
839,1/18,32
839,1/19,32
839,1/20,33
839,1/21,32
839,1/22,32
839,1/23,33
839,1/24,33
840,1/05,7
840,1/06,9
840,1/07,10
840,1/08,13
840,1/09,19
840,1/10,21
840,1/11,23
840,1/12,28
840,1/13,29
840,1/14,34
840,1/15,34
840,1/16,31
840,1/17,30
840,1/18,30
840,1/19,30
840,1/20,30
840,1/21,28
840,1/22,25
840,1/23,24
840,1/24,22
841,1/05,4
841,1/06,5
841,1/07,6
841,1/08,7
841,1/09,11
841,1/10,12
841,1/11,12
841,1/12,16
841,1/13,15
841,1/14,18
841,1/15,16
841,1/16,16
841,1/17,16
841,1/18,16
841,1/19,17
841,1/20,17
841,1/21,17
841,1/22,16
841,1/23,17
841,1/24,17
842,1/05,2
842,1/06,3
842,1/07,3
842,1/08,4
842,1/09,7
842,1/10,9
842,1/11,9
842,1/12,12
842,1/13,15
842,1/14,17
842,1/15,15
842,1/16,15
842,1/17,16
842,1/18,16
842,1/19,15
842,1/20,14
842,1/21,15
842,1/22,16
842,1/23,13
842,1/24,11
843,1/05,5
843,1/06,5
843,1/07,6
843,1/08,12
843,1/09,13
843,1/10,15
843,1/11,19
843,1/12,27
843,1/13,27
843,1/14,29
843,1/15,29
843,1/16,26
843,1/17,26
843,1/18,27
843,1/19,27
843,1/20,26
843,1/21,27
843,1/22,25
843,1/23,21
843,1/24,20
844,1/05,10
844,1/06,9
844,1/07,12
844,1/08,15
844,1/09,21
844,1/10,21
844,1/11,22
844,1/12,27
844,1/13,26
844,1/14,25
844,1/15,22
844,1/16,23
844,1/17,23
844,1/18,22
844,1/19,22
844,1/20,20
844,1/21,22
844,1/22,20
844,1/23,19
844,1/24,16
845,1/05,4
845,1/06,7
845,1/07,9
845,1/08,11
845,1/09,13
845,1/10,14
845,1/11,14
845,1/12,16
845,1/13,17
845,1/14,19
845,1/15,19
845,1/16,19
845,1/17,20
845,1/18,20
845,1/19,20
845,1/20,21
845,1/21,20
845,1/22,20
845,1/23,21
845,1/24,21
846,1/05,0
846,1/06,0
846,1/07,0
846,1/08,0
846,1/09,0
846,1/10,0
846,1/11,0
846,1/12,0
846,1/13,0
846,1/14,3
846,1/15,3
846,1/16,3
846,1/17,3
846,1/18,3
846,1/19,3
846,1/20,4
846,1/21,4
846,1/22,4
846,1/23,4
846,1/24,5
847,1/05,1
847,1/06,1
847,1/07,1
847,1/08,1
847,1/09,2
847,1/10,2
847,1/11,2
847,1/12,2
847,1/13,2
847,1/14,2
847,1/15,2
847,1/16,2
847,1/17,2
847,1/18,2
847,1/19,2
847,1/20,2
847,1/21,0
847,1/22,0
847,1/23,0
847,1/24,0
848,1/05,1
848,1/06,1
848,1/07,1
848,1/08,1
848,1/09,4
848,1/10,4
848,1/11,4
848,1/12,5
848,1/13,5
848,1/14,5
848,1/15,5
848,1/16,5
848,1/17,5
848,1/18,5
848,1/19,5
848,1/20,5
848,1/21,5
848,1/22,5
848,1/23,5
848,1/24,5
849,1/05,0
849,1/06,0
849,1/07,0
849,1/08,0
849,1/09,0
849,1/10,0
849,1/11,0
849,1/12,0
849,1/13,0
849,1/14,0
849,1/15,1
849,1/16,1
849,1/17,1
849,1/18,0
849,1/19,0
849,1/20,0
849,1/21,1
849,1/22,1
849,1/23,1
849,1/24,2
850,1/05,0
850,1/06,0
850,1/07,0
850,1/08,0
850,1/09,0
850,1/10,1
850,1/11,1
850,1/12,1
850,1/13,2
850,1/14,1
850,1/15,1
850,1/16,2
850,1/17,2
850,1/18,2
850,1/19,2
850,1/20,2
850,1/21,2
850,1/22,2
850,1/23,2
850,1/24,3
851,1/05,0
851,1/06,0
851,1/07,0
851,1/08,0
851,1/09,0
851,1/10,0
851,1/11,0
851,1/12,0
851,1/13,0
851,1/14,0
851,1/15,0
851,1/16,3
851,1/17,3
851,1/18,3
851,1/19,3
851,1/20,3
851,1/21,5
851,1/22,3
851,1/23,3
851,1/24,4
852,1/05,0
852,1/06,1
852,1/07,1
852,1/08,2
852,1/09,2
852,1/10,2
852,1/11,2
852,1/12,2
852,1/13,2
852,1/14,2
852,1/15,2
852,1/16,2
852,1/17,2
852,1/18,2
852,1/19,2
852,1/20,2
852,1/21,2
852,1/22,2
852,1/23,2
852,1/24,2
853,1/05,1
853,1/06,3
853,1/07,3
853,1/08,6
853,1/09,10
853,1/10,14
853,1/11,15
853,1/12,16
853,1/13,18
853,1/14,19
853,1/15,19
853,1/16,20
853,1/17,20
853,1/18,19
853,1/19,19
853,1/20,19
853,1/21,23
853,1/22,22
853,1/23,21
853,1/24,21
854,1/05,0
854,1/06,4
854,1/07,4
854,1/08,5
854,1/09,5
854,1/10,6
854,1/11,6
854,1/12,7
854,1/13,11
854,1/14,14
854,1/15,14
854,1/16,15
854,1/17,15
854,1/18,15
854,1/19,15
854,1/20,13
854,1/21,18
854,1/22,16
854,1/23,14
854,1/24,14
855,1/05,0
855,1/06,0
855,1/07,0
855,1/08,1
855,1/09,1
855,1/10,1
855,1/11,1
855,1/12,1
855,1/13,1
855,1/14,1
855,1/15,1
855,1/16,1
855,1/17,1
855,1/18,1
855,1/19,1
855,1/20,1
855,1/21,3
855,1/22,1
855,1/23,1
855,1/24,1
856,1/05,8
856,1/06,10
856,1/07,11
856,1/08,17
856,1/09,22
856,1/10,25
856,1/11,26
856,1/12,29
856,1/13,32
856,1/14,32
856,1/15,32
856,1/16,32
856,1/17,32
856,1/18,32
856,1/19,32
856,1/20,32
856,1/21,32
856,1/22,32
856,1/23,33
856,1/24,33
857,1/05,9
857,1/06,10
857,1/07,11
857,1/08,16
