id,code,name
625,DISA 999,Diss Research - in Absentia
626,DISR 999,Diss Research - in Residence
627,DRAM 102,Scene Design
628,DRAM 125,Costume History
629,DRAM 141,Law and the Arts
630,DRAM 152,Scene Painting
631,DRAM 158,Introduction to Sound Design
632,DRAM 161,Principles of Development
633,DRAM 234,Visual Storytelling
634,DRAM 244,MotionGraphics&FilmProduction
635,DRAM 419,Crtl. Syst. for Live Entermt.
636,DRAM 428,Auditory Culture
637,DRAM 476,Hot Topics
639,DRAM 67,Libretto WritingforMusicalThtr
639,THST 412,Libretto WritingforMusicalThtr
640,DRST 002,Directed Studies: Literature
641,DRST 004,Directed Studies: Philosophy
642,DRST 006,DirectedStud:History&Politics
643,DUTC 160,Advanced Dutch II
644,E&EB 125,History of Life
644,G&G 125,History of Life
645,E&EB 145,Plants and People
646,E&EB 175L,Virus Discovery
647,E&EB 223L,Principles Ecol & Evolution
647,E&EB 523L,Principles Ecol & Evolution
648,E&EB 225,Evolutionary Biology
648,E&EB 525,Evolutionary Biology
649,E&EB 275,Biological Oceanography
649,E&EB 575,Biological Oceanography
649,EVST 400,Biological Oceanography
649,F&ES 734,Biological Oceanography
650,E&EB 290,ComparativeAnatomy:Vertebrates
651,E&EB 291L,Lab:ComparAnatomyOfVertebrates
652,E&EB 320,Advanced Ecology
652,E&EB 620,Advanced Ecology
653,E&EB 336,Culture and Human Evolution
653,HSHM 453,Culture and Human Evolution
653,HUMS 336,Culture and Human Evolution
654,E&EB 380,Life History Evolution
654,E&EB 680,Life History Evolution
656,E&EB 470,Senior Tutorial
657,E&EB 474,Research
658,E&EB 476,Senior Research
659,E&EB 496,Intensive Senior Research
660,E&EB 501,Adv Top Ecol & Evol Biology
661,E&EB 545,ResponsibleConduct of Research
662,E&EB 610,EvolutionaryFunctionalGenomics
663,E&EB 636,Biosocial Science
663,SOCY 636,Biosocial Science
664,E&EB 717,Structuralism & Macroevolution
665,E&EB 806,Convergent Evolution
666,E&EB 810,Dynamics of Evolving Systems
667,E&EB 815,Visualizing Data
668,E&EB 902,Research Rotation II
669,E&RS 950,Master’s Thesis
670,EALL 025,Rus & Chi Sci-Fi
670,RUSS 025,Rus & Chi Sci-Fi
671,EALL 213,"Phil, Rel, Lit in Med China"
671,EALL 513,"Phil, Rel, Lit in Med China"
671,HUMS 292,"Phil, Rel, Lit in Med China"
671,PHIL 205,"Phil, Rel, Lit in Med China"
671,RLST 211,"Phil, Rel, Lit in Med China"
672,EALL 255,Japanese Modernism
672,EALL 555,Japanese Modernism
672,EAST 252,Japanese Modernism
673,EALL 270,Anime and the Posthuman
673,FILM 306,Anime and the Posthuman
674,EALL 296,Religion and Culture in Korea
674,EAST 391,Religion and Culture in Korea
674,RLST 121,Religion and Culture in Korea
675,EALL 303,Classical Chinese Poetry
675,EALL 603,Classical Chinese Poetry
676,EALL 308,Sages of the Ancient World
676,EALL 608,Sages of the Ancient World
676,HUMS 305,Sages of the Ancient World
676,PHIL 341,Sages of the Ancient World
677,EALL 318,The Dream of the Red Chamber
677,EALL 618,The Dream of the Red Chamber
678,EALL 491,Senior Essay
679,EALL 705,The Tang Dynasty
679,HIST 875,The Tang Dynasty
680,EALL 740,Topics in Early Chinese Litr
681,EALL 806,Research in Japanes Film Hist
681,EAST 806,Research in Japanes Film Hist
681,FILM 921,Research in Japanes Film Hist
682,EALL 874,China at Its Borders
682,HIST 892,China at Its Borders
683,EALL 900,Directed Readings
684,EALL 990,Directed Research
685,EAST 220,China from Present to Past
685,HIST 321,China from Present to Past
686,EAST 237,Arts of China
686,HSAR 237,Arts of China
688,EAST 301,Japan's Great Peace 1550-1850
688,HIST 307,Japan's Great Peace 1550-1850
689,EAST 309,Uses of the Past inModernChina
689,HIST 309J,Uses of the Past inModernChina
690,EAST 326,Yale and Japan
690,HIST 326J,Yale and Japan
691,EAST 360,Music & Christianity in Korea
691,MUSI 489,Music & Christianity in Korea
691,RLST 369,Music & Christianity in Korea
692,EAST 375,China from Mao to Now
692,HIST 375,China from Mao to Now
693,EAST 390,Atheism and Buddhism
693,RLST 102,Atheism and Buddhism
695,EAST 402,Empire&Identity in Qing China
695,HIST 305J,Empire&Identity in Qing China
697,EAST 414,PostwarUS–JapanRelations&Poli
697,PLSC 170,PostwarUS–JapanRelations&Poli
699,EAST 454,Econmic&PolicyLessonsFromJapan
699,ECON 474,Econmic&PolicyLessonsFromJapan
699,GLBL 312,Econmic&PolicyLessonsFromJapan
700,EAST 474,Japanese Screens
700,HSAR 484,Japanese Screens
701,EAST 480,One-Term Senior Essay
702,EAST 492,Senior Research Project
703,EAST 531,Contemporary Chinese Art
703,HSAR 531,Contemporary Chinese Art
705,EAST 900,Master’s Thesis
706,EAST 910,Independent Study
707,ECON 002,Social Issues in America
708,ECON 108,QuantitativeFoundatnsMicroecon
709,ECON 110,Intro Microeconomic Analysis
710,ECON 111,Intro Macroeconomic Analysis
711,ECON 115,Introductory Microeconomics
712,ECON 116,Introductory Macroeconomics
713,ECON 117,IntroDataAnalysis&Econometrics
714,ECON 121,Intermediate Microeconomics
715,ECON 122,Intermediate Macroeconomics
716,ECON 123,IntmdDataAnalysis&Econometrics
717,ECON 126,Macroeconomic Theory
718,ECON 136,Econometrics
719,ECON 159,Game Theory
719,GLBL 159,Game Theory
719,GLBL 659,Game Theory
721,ECON 182,American Economic History
721,HIST 135,American Economic History
722,ECON 184,International Economics
722,GLBL 234,International Economics
723,ECON 252,Financial Markets
724,ECON 301,Intl Trade: Data & Analysis
725,ECON 325,Econ of Developing Countries
725,EP&E 321,Econ of Developing Countries
725,GLBL 322,Econ of Developing Countries
725,PLSC 185,Econ of Developing Countries
725,SAST 281,Econ of Developing Countries
726,ECON 326,Economic Development
727,ECON 339,Competition Economics & Policy
727,LAW 21154,Competition Economics & Policy
727,MGT 589,Competition Economics & Policy
728,ECON 351,Mathematical Econ: Game Theory
729,ECON 360,Capital Markets
729,LAW 21764,Capital Markets
729,MGT 947,Capital Markets
730,ECON 361,Corporate Finance
730,MGT 541,Corporate Finance
733,ECON 375,Monetary Policy
733,GLBL 219,Monetary Policy
734,ECON 403,Trade and Development
734,GLBL 332,Trade and Development
735,ECON 409,"Firms, Markets, & Competition"
736,ECON 410,The Economics of Innovation
737,ECON 411,Economics of Uncertainty &Info
738,ECON 416,Labor Economics
739,ECON 429,Data Analysis and Strategy
740,ECON 433,The Economics of Space
741,ECON 439,Macro and Finance Forecasting
742,ECON 445,The U.S. Banking System
743,ECON 447,Networks and Development
744,ECON 449,Economic Analysis of Conflict
744,EP&E 244,Economic Analysis of Conflict
744,PLSC 374,Economic Analysis of Conflict
745,ECON 457,Institutional Design & Change
745,EP&E 221,Institutional Design & Change
746,ECON 458,The Economics of Population
747,ECON 461,EconmicsAddiction&PublicPolicy
747,HPM 590,EconmicsAddiction&PublicPolicy
749,ECON 465,Debating Globalization
749,EP&E 224,Debating Globalization
749,GLBL 330,Debating Globalization
750,ECON 470,Strategies for Development
750,EP&E 232,Strategies for Development
750,GLBL 233,Strategies for Development
750,GLBL 633,Strategies for Development
750,MGT 607,Strategies for Development
751,ECON 471,Cooperative Game Theory
751,EP&E 297,Cooperative Game Theory
752,ECON 473,Equality
752,EP&E 227,Equality
752,PLSC 343,Equality
754,ECON 477,Topics: Economics of Education
755,ECON 491,The Senior Essay
756,ECON 492,The Senior Essay
757,ECON 499,Directed Reading
758,ECON 501,Gen Econ Theory:Microeconomics
759,ECON 511,Gen Econ Theory:Macroeconomics
760,ECON 521,Adv Microeconomic Theory II
761,ECON 523,Micro Theory Lunch
762,ECON 526,Adv Macroeconomics II
763,ECON 528,Continuous-Time Macroeconomics
764,ECON 531,Mathematical Economics II
765,ECON 538,Microeconomic Theory Workshop
766,ECON 541,StudentsWrkshpMacroeconomics
767,ECON 543,Macroeconomics Workshop
768,ECON 551,Econometrics II
769,ECON 552,Econometrics III
770,ECON 553,Time Series Econometrics
771,ECON 554,Econometrics V
772,ECON 559,Development Econometrics (IDE)
773,ECON 568,Econometrics Workshop
774,ECON 571,Econometrics Prosp Workshop
775,ECON 581,American Economic History
776,ECON 589,Economic History Workshop
777,ECON 601,Industrial Organization II
778,ECON 607,ProspectusWrkshpIndustrialOrgz
779,ECON 609,IndustrialOrganizationSeminar
780,ECON 631,Labor Economics
781,ECON 640,LaborPublicEconProspectusWrksp
782,ECON 671,Financial Economics II
783,ECON 672,Behavioral Finance
783,MGMT 745,Behavioral Finance
784,ECON 674,Financial Crises
784,MGMT 746,Financial Crises
785,ECON 676,Empirical Corporate Finance
785,MGMT 748,Empirical Corporate Finance
786,ECON 677,Theoretical Corporate Finance
786,MGMT 742,Theoretical Corporate Finance
787,ECON 679,Finance Lunch
788,ECON 681,Public Finance II
789,ECON 707,ProspectusWrkshp/IntrntnlEcon
790,ECON 721,International Trade II
791,ECON 728,Workshop: International Trade
792,ECON 731,Economic Development II
793,ECON 732,Advanced Development Economics
794,ECON 756,ProspectusWorkshopInDevelopmt
795,ECON 790,Empirical Political Economy
795,PLSC 725,Empirical Political Economy
796,ECON 899,Individual Reading & Research
797,EDST 107,Being Human in STEM
797,MB&B 107,Being Human in STEM
797,PHYS 107,Being Human in STEM
800,EDST 160,Social Psychology
800,PSYC 150,Social Psychology
802,EDST 180,Abnormal Psychology
802,PSYC 180,Abnormal Psychology
804,EDST 225,"Child Care, Society, Policy"
805,EDST 230,Amer Education & the Law
806,EDST 240,"Cities, Suburbs & SchoolChoice"
806,SOCY 396,"Cities, Suburbs & SchoolChoice"
807,EDST 261,Colloquium
809,EDST 328,Learning in School Children
809,PSYC 328,Learning in School Children
811,EDST 377,Psychopathology and the Family
811,PSYC 477,Psychopathology and the Family
812,EDST 410,Senior Colloquium and Project
813,EDST 478,"Music, Service, and Society"
813,MUS 578,"Music, Service, and Society"
813,MUSI 452,"Music, Service, and Society"
814,EDST 490,Senior Essay Independent Study
815,EENG 201,Intro to Computer Engineering
816,EENG 203,Circuits and Systems Design
817,EENG 236,Special Projects
819,EENG 310,Signals and Systems
821,EENG 400,Electronic Materials
821,ENAS 509,Electronic Materials
823,EENG 406,Photovoltaic Energy
823,ENAS 806,Photovoltaic Energy
824,EENG 408,CMOS Devices and Beyond
825,EENG 434,Stochastic Processes
825,ENAS 502,Stochastic Processes
825,MATH 251,Stochastic Processes
825,S&DS 351,Stochastic Processes
825,S&DS 551,Stochastic Processes
828,EENG 455,NtwrkAlgrthms&StchstcOptmztn
828,ENAS 963,NtwrkAlgrthms&StchstcOptmztn
829,EENG 469,Advanced Special Projects
830,EENG 472,SeniorAdvancedSpecialProjects
831,EENG 481,Advanced ABET Projects
832,EGYP 120,ClassclHieroglyphicEgyptn II
832,EGYP 501,ClassclHieroglyphicEgyptn II
833,EGYP 127,Elementary Biblical Coptic II
833,EGYP 520,Elementary Biblical Coptic II
834,EGYP 135,Egyptian Coffin Texts
834,EGYP 590,Egyptian Coffin Texts
835,EGYP 599,Directed Readings: Egyptology
836,EHS 503,Public Health Toxicology
836,F&ES 896,Public Health Toxicology
837,EHS 508,Environ & Occ Exposure Sci
837,F&ES 897,Environ & Occ Exposure Sci
838,EHS 511,Principles of Risk Assessment
838,F&ES 893,Principles of Risk Assessment
839,EHS 526,Seminar in EHS
840,EHS 531,Meta-research: Eval & Improv
841,EHS 545,Molecular Epidemiology
842,EHS 562,Apps of -Omics Tech in PH
843,EHS 567,Fundamentals Green Eng & Cem
843,F&ES 771,Fundamentals Green Eng & Cem
844,EHS 568,Intro to GIS for Public Health
845,EHS 573,Epi Issues in Occ and Env Med
846,EHS 600,Directed Readings EHS
847,EHS 610,Appl Area Readings for Q Exams
848,EHS 620,Res Rotation in EHS (PhD Only)
849,ELP 504,Speaking Fluently 1
850,ELP 506,Academic Writing
851,ELP 507,Academic Writing 2
852,ELP 508,Pronunciation 1
853,ELP 514,Speaking Fluently 2
854,ELP 515,Teaching in the Amer Classroom
855,ELP 524,Pro Communications Skills
856,EMD 518,Infectious Diseases II
857,EMD 526,Seminar in EMD
858,EMD 530,Health Care Epidemiology
859,EMD 531,Genomic Epi of Inf Diseases
860,EMD 535,Rethinking Urban Sanitation
860,ENVE 420,Rethinking Urban Sanitation
860,F&ES 639,Rethinking Urban Sanitation
861,EMD 536,Investigation Disease Outbreak
862,EMD 539,Intro PH Surveillance
864,EMD 553,Transmission Dynamic Models
865,EMD 563,Lab & Field Studies in Inf Dis
866,EMD 566,Critical Issues in GH
866,HPM 566,Critical Issues in GH
867,EMD 582,Political Epidemiology
867,EP&E 314,Political Epidemiology
867,GLBL 716,Political Epidemiology
868,EMD 584,AdvGlblHealthJusticePracticum
868,LAW 30184,AdvGlblHealthJusticePracticum
868,SBS 584,AdvGlblHealthJusticePracticum
869,EMD 671,Advanced Research Laboratories
873,ENAS 130,ComputngForEngneers&Scientists
876,ENAS 220,PhysicsMusic&InstrumentDesign
876,MUSI 187,PhysicsMusic&InstrumentDesign
876,PHYS 118,PhysicsMusic&InstrumentDesign
877,ENAS 360,GreenEngneerng&SustainblDesign
877,ENAS 660,GreenEngneerng&SustainblDesign
877,ENVE 360,GreenEngneerng&SustainblDesign
877,F&ES 885,GreenEngneerng&SustainblDesign
879,ENAS 500,Mathematical Methods I
881,ENAS 508,Resp.Conduct of Research - BME
883,ENAS 514,Real Analysis
883,MATH 305,Real Analysis
884,ENAS 517,Mthds&LgcInterdisciplinryRsrch
884,MB&B 517,Mthds&LgcInterdisciplinryRsrch
884,MCDB 517,Mthds&LgcInterdisciplinryRsrch
884,PHYS 517,Mthds&LgcInterdisciplinryRsrch
885,ENAS 519,ResponsibleConduct of Research
897,ENAS 600,Computer-Aided Engineering
897,MENG 400,Computer-Aided Engineering
898,ENAS 602,Chemical Reaction Engineering
899,ENAS 609,Nanotechnology for Energy
900,ENAS 640,Aquatic Chemistry
900,EVST 344,Aquatic Chemistry
900,F&ES 344,Aquatic Chemistry
901,ENAS 642,Envir PhysioChemical Processes
904,ENAS 787,Forces on the Nanoscale
904,MENG 464,Forces on the Nanoscale
907,ENAS 848,Soft Condensed Matter Physics
907,PHYS 528,Soft Condensed Matter Physics
912,ENAS 990,Special Investigations
913,ENAS 994,Mechatronics Laboratory
913,MENG 390,Mechatronics Laboratory
914,ENGL 023,Recent American Short Fiction
914,HUMS 072,Recent American Short Fiction
916,ENGL 030,Fantasy in Literature and Film
916,HUMS 083,Fantasy in Literature and Film
917,ENGL 114,Writing Seminars
918,ENGL 115,Literature Seminars
919,ENGL 120,Reading & Writing Modern Essay
920,ENGL 121,Styles of Acad & Prof Prose
921,ENGL 125,English Poetry I
922,ENGL 126,English Poetry II
923,ENGL 127,American Literature
924,ENGL 128,World English Literatures
925,ENGL 130,Epic in European Lit Tradition
925,LITR 169,Epic in European Lit Tradition
926,ENGL 149,History of English Language
926,LING 109,History of English Language
927,ENGL 159,Global Shakespeares
927,HUMS 213,Global Shakespeares
927,LITR 339,Global Shakespeares
927,THST 262,Global Shakespeares
928,ENGL 160,Milton
929,ENGL 161,WI Global Shakespeares
929,LITR 340,WI Global Shakespeares
930,ENGL 163,"Vampires, Castles, Werewolves"
930,WGSS 163,"Vampires, Castles, Werewolves"
932,ENGL 202,Medieval Women Writers
932,LITR 176,Medieval Women Writers
932,WGSS 171,Medieval Women Writers
933,ENGL 214,Introduction to Dramaturgy
933,THST 207,Introduction to Dramaturgy
935,ENGL 223,Blake and Milton
935,HSAR 479,Blake and Milton
936,ENGL 232,Native American Print
940,ENGL 240,Reporting and Writing on War
940,GLBL 349,Reporting and Writing on War
943,ENGL 261,18th-Century Prose
944,ENGL 264,Forgery and the Authentic
944,HIST 405J,Forgery and the Authentic
945,ENGL 272,The Gilded Age to the Cold War
945,HIST 105J,The Gilded Age to the Cold War
945,HUMS 352,The Gilded Age to the Cold War
946,ENGL 275,"Emerson, Dickinson, & Melville"
947,ENGL 284,Modernity: The Crisis of Value
947,HUMS 288,Modernity: The Crisis of Value
947,LITR 246,Modernity: The Crisis of Value
948,ENGL 287,Lit & the Future 1887-Present
949,ENGL 288,Modern Poetry
950,ENGL 290,The Canon in the Colony
950,LITR 261,The Canon in the Colony
951,ENGL 294,Novels of Education
952,ENGL 302,Chaucer
953,ENGL 305,Shakespeare and Religion
954,ENGL 312,Victorian Poetry
955,ENGL 318,"Byron, Shelley, & Keats"
955,ENGL 756,"Byron, Shelley, & Keats"
958,ENGL 357,Latinx Cultural Politics
958,ER&M 357,Latinx Cultural Politics
959,ENGL 358,Literature for Young People
961,ENGL 379,Ulysses and Omeros
962,ENGL 395,The Bible as a Literature
962,HUMS 380,The Bible as a Literature
962,LITR 154,The Bible as a Literature
963,ENGL 404,Reading Fiction for Craft
964,ENGL 407,Intro to Writing Fiction
965,ENGL 408,Introduction to Writing Poetry
966,ENGL 411,American Horror Stories
967,ENGL 423,Writing about Performing Arts
967,FILM 397,Writing about Performing Arts
967,THST 228,Writing about Performing Arts
968,ENGL 425,Writing for Television
969,ENGL 428,Young Adult Writing
970,ENGL 429,Writing Humor
971,ENGL 432,Writing about Food
973,ENGL 447,Shakespeare's Craft
974,ENGL 450,Daily Themes
975,ENGL 455,Writing about Oneself
977,ENGL 460,Advanced Poetry Writing
978,ENGL 462,Writing Screenplay Adaptations
978,FILM 401,Writing Screenplay Adaptations
978,THST 453,Writing Screenplay Adaptations
979,ENGL 465,Advanced Fiction Writing
980,ENGL 473,The Journalism of Ideas
981,ENGL 478,Writing about Place
982,ENGL 481,Advanced Playwriting
982,THST 322,Advanced Playwriting
983,ENGL 487,Tutorial in Writing
984,ENGL 488,SpecialProjcts:Juniors/Seniors
985,ENGL 489,WritingConcentrationSeniorProj
986,ENGL 490,The Senior Essay I
987,ENGL 491,The Senior Essay II
988,ENGL 588,Material Texts
994,ENGL 973,Modernity & the Time of Lit
994,FILM 973,Modernity & the Time of Lit
995,ENGL 979,Ekphrasis and Art Criticism
995,FREN 668,Ekphrasis and Art Criticism
995,HSAR 668,Ekphrasis and Art Criticism
996,ENGL 980,Criticism and the Commons
998,ENGL 995,Directed Reading
999,ENRG 400,Senior Capstone Seminar
1005,ENVE 490,Senior Project
1011,ENVE 490,Senior Project
1012,EP&E 215,ClassicsOfEthicsPolitics&Econ
1017,EP&E 241,Religion and Politics
1017,PLSC 415,Religion and Politics
1017,SOCY 172,Religion and Politics
1019,EP&E 248,AmericanPoliticalInstitutions
1019,PLSC 256,AmericanPoliticalInstitutions
1020,EP&E 253,Comparative Political Economy
1020,PLSC 398,Comparative Political Economy
1020,PLSC 712,Comparative Political Economy
1023,EP&E 315,Constitutionalism
1023,PLSC 317,Constitutionalism
1025,EP&E 324,"Journalism,Liberalsm,Democracy"
1025,PLSC 244,"Journalism,Liberalsm,Democracy"
1026,EP&E 325,Business Ethics and Law
1026,PLSC 304,Business Ethics and Law
1027,EP&E 328,YData: Science for Politics
1027,PLSC 347,YData: Science for Politics
1027,PLSC 524,YData: Science for Politics
1027,S&DS 172,YData: Science for Politics
1027,S&DS 572,YData: Science for Politics
1028,EP&E 334,Normative Ethics
1028,PHIL 455,Normative Ethics
1028,PHIL 655,Normative Ethics
1029,EP&E 339,The Ethics of Journalism
1029,PLSC 273,The Ethics of Journalism
1030,EP&E 344,Business & Ethics in S Africa
1031,EP&E 347,Business Ethics Global Context
1032,EP&E 353,Critique of Political Violence
1032,PLSC 305,Critique of Political Violence
1033,EP&E 420,"Leadership,Ethics & EconCrisis"
1033,PLSC 243,"Leadership,Ethics & EconCrisis"
1034,EP&E 421,Ethics and the Law
1034,PLSC 320,Ethics and the Law
1035,EP&E 471,Directed Reading and Research
1036,EP&E 477,Topics in Economic Sociology
1036,SOCY 321,Topics in Economic Sociology
1036,SOCY 516,Topics in Economic Sociology
1037,EP&E 478,The Problem of Evil
1037,PHIL 450,The Problem of Evil
1037,PHIL 650,The Problem of Evil
1038,EP&E 491,The Senior Essay
1039,EP&E 493,The Yearlong Senior Essay
1041,EP&E 497,Politics of the Environment
1041,EVST 247,Politics of the Environment
1041,PLSC 219,Politics of the Environment
1042,EPH 101,Professional Skills Series
1043,EPH 500,Public Health Practicum
1044,EPH 513,Major Health Threats
1045,EPH 525,The Thesis
1046,EPH 542,Practice Based Comm Hlth Res
1047,EPH 555,ClinicClimateJusticeSustainPH
1047,F&ES 959,ClinicClimateJusticeSustainPH
1048,EPH 556,HC Env Sustainability Practic
1048,F&ES 956,HC Env Sustainability Practic
1049,EPH 557,Ev-Based Decision-Making in GH
1050,EPH 581,Seminar for Modeling in PH
1051,EPH 608,Frontiers of Public Health
1055,ER&M 263,Eastern Europe since 1914
1055,HIST 264,Eastern Europe since 1914
1055,RSEE 268,Eastern Europe since 1914
1057,ER&M 293,History and Culture of Cuba
1057,HIST 393J,History and Culture of Cuba
1057,LAST 293,History and Culture of Cuba
1058,ER&M 300,Comparative Ethnic Studies
1060,ER&M 315,"Islam, Race, & Atlantic World"
1062,ER&M 333,Mexico and the Migratory Lyric
1064,ER&M 345,Intro to LatinAmerican History
1064,HIST 325,Intro to LatinAmerican History
1064,LAST 325,Intro to LatinAmerican History
1071,ER&M 376,Extreme and Radical Right
1071,MGRK 304,Extreme and Radical Right
1071,PLSC 376,Extreme and Radical Right
1071,SOCY 307,Extreme and Radical Right
1073,ER&M 401,Public Writing
1074,ER&M 416,Revenge in World Literature
1074,GMAN 411,Revenge in World Literature
1074,HUMS 342,Revenge in World Literature
1074,JDST 327,Revenge in World Literature
1074,LITR 406,Revenge in World Literature
1076,ER&M 436,Resistance and Imperialism
1076,HIST 336J,Resistance and Imperialism
1076,LAST 336,Resistance and Imperialism
1078,ER&M 472,IndivReading&Research: Jrs&Srs
1079,ER&M 492,The Senior Essay or Project
1082,EVST 189,The History of Food
1082,HIST 246,The History of Food
1083,EVST 205,The Human Population Explosion
1084,EVST 211,Global Catastrophe since 1750
1084,G&G 211,Global Catastrophe since 1750
1084,HIST 416,Global Catastrophe since 1750
1084,HSHM 211,Global Catastrophe since 1750
1086,EVST 227,Energy & Env Policy Solutions
1088,EVST 255,Environmental Law & Politics
1088,F&ES 255,Environmental Law & Politics
1088,GLBL 282,Environmental Law & Politics
1088,PLSC 215,Environmental Law & Politics
1089,EVST 265,Environmental Geomicrobiology
1089,G&G 255,Environmental Geomicrobiology
1090,EVST 285,Political Ecology
1090,F&ES 285,Political Ecology
1090,F&ES 615,Political Ecology
1091,EVST 290,Geographic Information Systems
1091,F&ES 290,Geographic Information Systems
1092,EVST 305,Environmental Security
1092,GLBL 301,Environmental Security
1092,GLBL 505,Environmental Security
1092,MMES 305,Environmental Security
1095,EVST 368,Earth History–Noah to Darwin
1095,HIST 491J,Earth History–Noah to Darwin
1095,HSHM 479,Earth History–Noah to Darwin
1095,RLST 368,Earth History–Noah to Darwin
1099,EVST 431,Climate Change
1099,F&ES 630,Climate Change
1102,EVST 496,SeniorResearchProj&Colloquium
1103,F&ES 1010,Independent Study
1104,F&ES 1020,Independent Study
1105,F&ES 1052,Independent Study
1106,F&ES 1147,Independent Study
1107,F&ES 1153,Independent Study
1108,F&ES 1155,Independent Project
1109,F&ES 1178,Independent Study
1110,F&ES 1180,Independent Study
1111,F&ES 1185,Independent Study
1112,F&ES 1200,Independent Study
1113,F&ES 1215,Independent Study
1114,F&ES 1230,Independent Study
1115,F&ES 1243,Independent Study
1116,F&ES 1320,Independent Study
1117,F&ES 1363,Independent Study
1118,F&ES 1420,Independent Study
1119,F&ES 1457,Independent Study
1120,F&ES 1470,Independent Study
1121,F&ES 1473,Independent Study
1122,F&ES 1500,Independent Study
1123,F&ES 2072,Master's Project
1124,F&ES 2110,Master's Project
1125,F&ES 2120,Master's Project
1126,F&ES 2140,Master's Project
1127,F&ES 2153,Master's Project
1128,F&ES 2158,Master's Project
1129,F&ES 2175,Master's Project
1130,F&ES 2200,Master's Project
1131,F&ES 2210,Master's Project
1132,F&ES 2261,Master's Project
1133,F&ES 2363,Master's Project
1137,F&ES 3010,MESc/MFS Research Thesis
1138,F&ES 3020,MESc/MFS Research Thesis
1139,F&ES 3040,MESc/MFS Research Thesis
1140,F&ES 3072,MESc/MFS Research Thesis
1141,F&ES 3110,MESc/MFS Research Thesis
1142,F&ES 3140,MESc/MFS Research Thesis
1143,F&ES 3158,MESc/MFS Research Thesis
1144,F&ES 3175,MESc/MFS Research Thesis
1145,F&ES 3185,MESc/MFS Research Thesis
1146,F&ES 3195,MESc/MFS Research Thesis
1147,F&ES 3260,MESc/MFS Research Thesis
1148,F&ES 3261,MESc/MFS Research Thesis
1149,F&ES 3320,MESc/MFS Research Thesis
1150,F&ES 3350,MESc/MFS Research Thesis
1151,F&ES 3363,MESc/MFS Research Thesis
1152,F&ES 3400,MESc/MFS Research Thesis
1153,F&ES 3420,MESc/MFS Research Thesis
1155,F&ES 3469,MESc/MFS Research Thesis
1156,F&ES 4000,MESc/MFS Thesis
1157,F&ES 577,PSC: Env. Communicator
1158,F&ES 584,AgriculturalClimateChngMitigat
1160,F&ES 595,Yale Environment Review
1161,F&ES 603,EnviroDataVisualization&Comm
1163,F&ES 613,Writing as a Public Scholar
1164,F&ES 624,Economics of Sustainability
1165,F&ES 625,Writing Workshop
1167,F&ES 632,Intro: Social Entrepreneurship
1167,GLBL 612,Intro: Social Entrepreneurship
1167,MGT 612,Intro: Social Entrepreneurship
1168,F&ES 634,Ecology of Global Drylands
1169,F&ES 635,RenewableEnergyProjFinance
1169,MGT 683,RenewableEnergyProjFinance
1170,F&ES 637,CommodityProduction&EnvHistory
1170,HIST 818,CommodityProduction&EnvHistory
1172,F&ES 642,EnvironJustice/ClimateJustice
1172,LAW 21161,EnvironJustice/ClimateJustice
1173,F&ES 653,Maple: From Tree to Table
1174,F&ES 656,Tree Physiology &Ecophysiology
1175,F&ES 659,The Practice of Silviculture
1176,F&ES 668,FTin ForestResourcesMGMT&SIlvi
1177,F&ES 669,ForestMgmtOpsProfForesters
1178,F&ES 670,SouthrnForest&ForestyFieldTrip
1179,F&ES 683,Tropical Forest Restoration
1180,F&ES 688,ForestedMgmt&LandscapePlanning
1181,F&ES 694,"Ecol,Econ&PoliticsSpeciesInvas"
1182,F&ES 700,"Alpine,Arctic&BorealEcosystems"
1183,F&ES 709,Soil Science
1184,F&ES 710,Coastal Governance
1185,F&ES 712,Water Management
1186,F&ES 714,Environmental Hydrology
1187,F&ES 716,Renewable Energy
1187,G&G 275,Renewable Energy
1188,F&ES 717,Tropical Field Ecology
1189,F&ES 718,Climate Change Seminar
1192,F&ES 742,Fundamentals Working w/ People
1193,F&ES 743,StrategicEnvironmentalCommunic
1194,F&ES 744,Conserv Science&Landscape Plan
1195,F&ES 751,Sampling Methodology&Practice
1196,F&ES 755,Modeling Geographic Space
1197,F&ES 757,Data Exploration and Analysis
1197,PLSC 530,Data Exploration and Analysis
1197,S&DS 230,Data Exploration and Analysis
1197,S&DS 530,Data Exploration and Analysis
1198,F&ES 758,MultivariateStats forSocialSci
1198,S&DS 363,MultivariateStats forSocialSci
1198,S&DS 563,MultivariateStats forSocialSci
1199,F&ES 760,Conserv Practi:Int'l Perspect
1200,F&ES 761,NegotiatingIntlAgrmtsClimChang
1200,LAW 21548,NegotiatingIntlAgrmtsClimChang
1201,F&ES 764,NatureRationality&MoralPolitic
1202,F&ES 766,PaymentEcosystemServicesProgms
1203,F&ES 767,ToolsConservProjectPlanning
1204,F&ES 769,PublicLand&Policy:AmericanWest
1206,F&ES 781,Applied Spatial Statistics
1206,S&DS 674,Applied Spatial Statistics
1208,F&ES 789E,Journey of the Universe
1208,REL 912H,Journey of the Universe
1210,F&ES 796,Human-Animal Relations
1211,F&ES 799,Sustain Dvlp Goals & Implement
1212,F&ES 805,Sem:Env&NaturalResourceEcon
1213,F&ES 811,MetricsTools&IndicatrsCorpResp
